index,User,Tweet,Retweet count,Likes count,Tweet value
188,0,Ya llegó el Coronavirus a México. Al país donde todos se saludan de beso y luego dicen “pero de lejitos porque tengo gripa.  #yavaliomadres,1992,9850,2185.71
189,0,"I've been worried that our economy is heading towards another crash—and coronavirus is already a serious economic threat. I've got a plan to address the economic impact, and I'm calling on Congress to act immediately. https://t.co/MT8zckV84q",1535,5572,7776.97
192,0,"Sweet Baby Jesus, Louis Gohmert was exposed to Coronavirus but is refusing to self-quarantine.

That walking bag of contagion is dumber than a room full of maga hats.",1242,4910,20.63
194,1,"""We’re also grateful that several countries have sent Emergency Medical Teams to care for patients &amp; train #healthworkers in other countries that need support. 
 This is an incredible example of international solidarity. But it’s not an accident""-@DrTedros #COVID19 #coronavirus",82,241,2440.25
195,0,"Breaking: NBA, MLB, NHL and MLS are closing locker room access to the media due to the coronavirus outbreak. 

It will go into effect for practices and games starting Tuesday. https://t.co/ILhTfItc8K",7059,32852,63065.53
196,0,".@SenSchumer: ""I'm going to be blunt. We are very worried about the president's incompetence and lack of focus on fighting the spread of coronavirus…one word could describe thus far the administration's response: incompetence."" https://t.co/yVONE9MOl2",1138,2871,4649.17
197,1,"E-cigarettes are harmful to health and are not safe.
 They are particularly risky when used by adolescents. Nicotine is highly addictive &amp; young people’s brains develop up to their mid-twenties. Exposure to nicotine can have long-lasting, damaging effects.
 https://t.co/S8ZHoux45e https://t.co/mkx0d5GCpW",634,798,16105.69
199,1,"""The manual covers structural design, infection prevention &amp; control measures &amp; ventilation systems. This is a life-saving instruction manual to deal with the surge of #COVID19 cases that some countries are facing right now""-@DrTedros #coronavirus",42,105,2440.25
200,0,Las señoras mayores de Sevilla cuando cancelen to los besapies de los Cristos por el coronavirus https://t.co/NX8hahg0OW,4514,15602,29.83
202,0,"#Trump mismanaged the Coronavirus!  What happened to the CDC? Another one of his loyalist hacks in charge??  Who are the ""American officials"" who let the untested sick people off the boat and then put them on a plane behind a sheet?  I guess they don't believe in science either.",2643,11719,3644.4
203,0,"Scolded for warning of #coronavirus in #Wuhan, Li Wenliang told @Caixin, ‘A healthy society should have more than one voice.’ That phrase creating a social media earthquake rarely seen here, with posts about lies, fury &amp; free speech. Predictably, #China censors busy too. @NBCNews https://t.co/tj2irFx0EE",2862,9075,49.87
205,0,Se puede informar sobre el Coronavirus como corresponde sin dejar de hacer el seguimiento a la #ÑeñePolitica.,2803,8064,4029.51
206,0,"#Chinese police forcefully detain a woman because she might have the #Coronavirus. China's #Censorship &amp; lies continue to encourage the spread of the disease. Don't believe a word coming out of the #Communist megaphones in  #Beijing.
https://t.co/Jd9oMeA015",4821,5744,478.37
207,1,"""We have said consistently that we’re all in this together, and we can only succeed together. We need an all-of-society approach, with everyone playing their part.
 
 That includes people in the entertainment industry""-@DrTedros #COVID19",105,279,2440.25
208,1,"@WPRO @SEARO @_Europe @pahowho @EMRO @AFRO Q: Should I wear a #mask to protect myself from #2019nCoV?
 A: https://t.co/j6HsqP9iJb https://t.co/xC6NT9muY1",138,188,3221.14
209,1,"""We need to remember that with decisive, early action, we can slow down the #coronavirus and prevent infections. Among those who are infected, most will recover.
 
 Of the 80,000 reported #COVID19 cases in #China, more than 70% have recovered and been discharged""-@DrTedros",526,927,2440.25
210,0,"Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable infos of 2019-nCOV cases and press statements from reliable sources. 

https://t.co/mWUifzZFc1

#coronavirus 
#2019nCoV",4392,3463,674.85
211,0,"CDC was supposed to hold a telephone press briefing at noon about the coronavirus.

It has been postponed without any explanation.",2202,5419,58.45
213,1,"@SEARO @AFRO @EMRO @_Europe @pahowho @WPRO On #ZeroDiscrimination Day, we remind everyone that the right to health means the right to control one’s health and body - including the sexual and reproductive health rights of women and girls - without discrimination.
 #HealthForAll https://t.co/pVbDr3l8RN",115,319,2928.3
216,1,"@SEARO @AFRO @EMRO @_Europe @pahowho @WPRO Eating a healthy diet 🍎🍉🍌🥕🥦🍆 can help prevent #obesity. People can:
 ✔️ maintain a healthy weight
 ✔️ limit total fat intake
 ✔️ increase consumption of fruit, vegetables, pulses, whole grains and nuts
 ✔️ limit the intake of free sugars and salt
 https://t.co/oeuauqEQCy https://t.co/oHE2k45cjd",123,265,3221.14
218,0,Gente vamos parar de ter coronavírus!!!,7960,26427,31.2
219,0,"More than 14,800 new coronavirus cases reported in a single day. Damn. Chinese dissidents and others warned the scale was far bigger but were dismissed by some media types as “conspiracy theorists.”",2549,8606,2276.69
223,1,"@kevinlambe You can find updated  technical guidance on the new #coronavirus (2019-nCoV) here
 👉🏽https://t.co/8hk3IYJJyg",8,11,2684.28
224,0,El dengue en Latinoamérica sabiendo que causa más muertes que el coronavirus: https://t.co/oQRSgsQDYc,2187,7559,52.38
225,0,How we getting on brothers n sisters any you lot got the coronavirus hope your all well stay young LG x,4373,38843,5860.37
226,0,"An Islamic scholar who said the coronavirus was “Allah’s punishment” for China’s treatment of Muslims now has coronavirus.

https://t.co/t39bNfZPq4",4724,15008,2504.36
227,0,Live from Geneva on the new #coronavirus outbreak https://t.co/f2fNWxSQHu,2880,3108,11808.41
228,0,"New numbers out from China National Health Commission regarding total #coronavirus infections: The running total count of confirmed cases now stands at 7,711 vs about 6,000 yesterday; deaths 170 vs 132 yesterday; suspected case 12,167 and 81,000 people under observation. Tragic.",2567,3946,465.7
229,0,"— ¿Tiene coronavirus? 
— No... 
— ¿Me lo jura?
— Juradito...
— ¿Por su mamá y toda su familia?
— Juradito por todos ellos
— Bienvenido 😁 https://t.co/6xVXNfBSWz",6106,22326,4711.71
230,0,"Up to 70% of the population could be infected by the new #coronavirus, German Chancellor Angela Merkel told a press conference in Berlin, citing expert estimates. https://t.co/AAMnDGmceT",1852,1632,948.05
231,0,El Coronavirus se va a convertir en el tapabocas de la #ÑeñePolitica.,8818,21839,4029.51
233,1,"@DrTedros ""The international team of experts now on the ground in #China is working with Chinese counterparts to better understand address those gaps and improve our understanding of the #COVID19 outbreak""-@DrTedros #coronavirus",43,80,2440.26
234,0,"Matt Gaetz wore a gas mask on the floor of the House of Representatives to mock coronavirus concerns.

Then one of his constituents died of coronavirus.

Next, Gaetz flew on Air Force One with Donald Trump.

Now Mart Gaetz is under quarantine for possible coronavirus exposure.",2804,10811,493.28
235,0,🔴 ÚLTIMA HORA | Italia anuncia el aislamiento total del país por el coronavirus https://t.co/GWnlNg2TWb,2237,2320,2723.95
237,0,"El número de infectados y fallecidos en España por coronavirus, es similar al de Italia hace 10 días. Y P. Sánchez sigue desaparecido. Sin tomar ni una sola medida. Sin dar la cara.

Muy típico del socialismo: negar las crisis para ganar tiempo, a costa de que éstas se agraven",1214,2682,141.7
241,1,"@DrTedros @MohamedBinZayed ""But containment of #COVID19 is feasible and must remain the top priority for all countries.
 
 With early, aggressive measures, countries can stop transmission and save lives""-@DrTedros #coronavirus",141,214,2440.25
242,1,"@EMRO @WPRO @pahowho @SEARO @AFRO @_Europe @UN_News_Centre @DrTedros New technologies are revolutionizing our ability to prevent, diagnose &amp; treat many diseases.
 
  is working with countries to enable them to plan, adopt &amp; benefit from digital tools that provide clinical &amp; public health solutions, while supporting better regulation of their use. https://t.co/41RdsFEJeu",33,80,2928.31
243,0,"When you lose the AP ...

AP Confirms: Democrats Are Lying to the Public About Coronavirus https://t.co/G80AF6GjuM via @BreitbartNews",2283,2910,367.18
244,0,iMask with active Coronavirus cancellation. Starting at RM5k https://t.co/gLV6hMiPsA,6546,6315,12.67
245,0,This is the complete DNA of the Coronavirus (SARS-CoV-2). We are being attacked by a 8 kilobytes virus. Remember this when you hate on computers security. (source: https://t.co/3r7Ko7oIpi ) https://t.co/Wv7Ckq6Vk1,3679,8293,26.37
246,1,"Chinese authorities informed  that they have ruled out a number of causes of the outbreak of #pneumonia in Wuhan City, 🇨🇳. The pathogen is not influenza, avian flu, adenovirus, SARS or MERS. Work continues to identify the cause.",398,438,12201.31
247,0,"1. This is an important study: German researchers looked at how long #Covid19 patients shed ""viable virus"" — ie how long they may be infectious. They could not isolate virus from the throat swabs/sputum samples of mild patients post day 8. https://t.co/eNczHeZUsI",1481,2317,371.23
249,0,"This afternoon we learned that three Ohioans have tested positive for #COVID19.  It's important for us to take aggressive action to protect Ohioans, and therefore, I have declared a state of emergency in #Ohio.",2481,5253,356.0
250,0,Vox hizo un mitin para tratar de contraprogramar el Día de la Mujer y van a terminar infectados por coronavirus. Óleo sobre lienzo.,3752,16249,154.03
252,0,"Confirmed coronavirus cases by country:
🇨🇳: 18,922 &amp; 425 deaths
🇯🇵: 20
🇹🇭: 19
🇸🇬: 18
🇰🇷: 15
🇭🇰: 14
🇦🇺: 12
🇩🇪: 12
🇹🇼: 10
🇺🇸: 9
🇲🇾: 8
🇲🇴: 8
🇻🇳: 7
🇫🇷: 6
🇦🇪: 5
🇨��: 4
🇮🇳: 3
🇵🇭: 2 &amp; 1 death
🇮🇹: 2
🇷🇺: 2
🇬🇧: 2
🇰🇭: 1
🇫🇮: 1
🇳🇵: 1
🇱🇰: 1
🇸🇪: 1
🇪🇸: 1

TOTAL
Infected: 19,843
Deaths: 426",9884,20833,487.68
253,0,Coronavirus is well and alive.. but so is my God so.... 🤷🏾‍♀️,10750,29774,0.91
255,1,Here are few photos from today's media briefing on #COVID19. https://t.co/b4obWFehRt,83,369,2928.3
257,0,"#Coronavirus spreading in our country

The government: https://t.co/tR5kpqENgk",36029,33176,0.71
259,1,"""It’s also important that governments keep their people informed about the intended duration of measures &amp; to provide support for older people, refugees &amp; other vulnerable groups""-@DrTedros #COVID19 #coronavirus",169,460,2440.25
261,0,"Grippe: 10'000morts/an en Fr 

Les gens:
-La gRiPPe c dE l'EAu, LeS lAbOS Ns aRnAquENt aVeC lEuR vACcIn iNnEFfiCaCe vIvE l'ImMunItE NaTurElLe

Coronavirus: 40 morts à l'autre bout du monde, 0 en Fr

Also les gens: ON VA CREVER, VACCCINEZ MOI OU JE DÉMÉNAGE SUR PLUTON !! https://t.co/Kr762SBEYW",2500,6949,18.82
262,0,Current advice #coronavirus @piersmorgan https://t.co/pU4Ug2NI3T,2607,6009,60.6
264,0,Could the Coronavirus have originated in a bio weapons research facility in Wuhan?  Very possibly. Sen. Tom Cotton was right.  CNN owes him an apology. https://t.co/avNob3qeNj,2348,4159,538.37
266,0,"Please spread these hashtags! 

WayV has a cafe event on the 31st and NCT Dream has dates for The Dream Show in Macau. We need SM’s attention in order to cancel these events due to the coronavirus. 

Health comes first always!

#웨이션브이_당장_입국시켜 
#엔시티드림_당장_입국시켜",3099,3547,349.88
268,0,"Spain has 1,646 confirmed cases of Covid-19. 

782 of these are in the Madrid region.

Tomorrow night large numbers of Atletico Madrid fans will arrive at Anfield for their Champions League match against Liverpool. 

This is how coronavirus spreads.",1730,5534,28.03
269,0,"This is absolutely horrifying.

Rick Santelli on @CNBC says we should consider giving coronavirus to everybody to just get it over with.

That way it won’t wreak so much havoc on the economy.

This is your brain on capitalism.
https://t.co/Uv5UYyKtxy",12059,35846,155.87
